ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage
217645,Y. Kurihara,34,https://cdn.sofifa.org/players/4/19/217645.png,Japan,https://cdn.sofifa.org/flags/163.png,54,54,Yokohama F. Marinos,https://cdn.sofifa.org/teams/2/light/101151.png,€20K,€1K
241453,J. Hackett,18,https://cdn.sofifa.org/players/4/19/241453.png,England,https://cdn.sofifa.org/flags/14.png,54,64,Sunderland,https://cdn.sofifa.org/teams/2/light/106.png,€100K,€1K
244781,C. Giuliani,19,https://cdn.sofifa.org/players/4/19/244781.png,Austria,https://cdn.sofifa.org/flags/4.png,54,71,SK Sturm Graz,https://cdn.sofifa.org/teams/2/light/209.png,€120K,€1K
226094,S. Brady,22,https://cdn.sofifa.org/players/4/19/226094.png,Australia,https://cdn.sofifa.org/flags/195.png,54,63,Brisbane Roar,https://cdn.sofifa.org/teams/2/light/111395.png,€100K,€1K
246063,E. Breivik,18,https://cdn.sofifa.org/players/4/19/246063.png,Norway,https://cdn.sofifa.org/flags/36.png,54,68,Molde FK,https://cdn.sofifa.org/teams/2/light/417.png,€130K,€1K
224819,R. Huser,20,https://cdn.sofifa.org/players/4/19/224819.png,Switzerland,https://cdn.sofifa.org/flags/47.png,54,71,FC Basel 1893,https://cdn.sofifa.org/teams/2/light/896.png,€150K,€3K
242996,J. Suárez,20,https://cdn.sofifa.org/players/4/19/242996.png,Colombia,https://cdn.sofifa.org/flags/56.png,54,65,Alianza Petrolera,https://cdn.sofifa.org/teams/2/light/112579.png,€120K,€1K
244533,D. Gąska,21,https://cdn.sofifa.org/players/4/19/244533.png,Poland,https://cdn.sofifa.org/flags/37.png,54,58,Śląsk Wrocław,https://cdn.sofifa.org/teams/2/light/111092.png,€90K,€1K
233526,S. Passi,23,https://cdn.sofifa.org/players/4/19/233526.png,India,https://cdn.sofifa.org/flags/159.png,54,63,,https://cdn.sofifa.org/flags/159.png,€ 0,€ 0
241206,D. Maekawa,23,https://cdn.sofifa.org/players/4/19/241206.png,Japan,https://cdn.sofifa.org/flags/163.png,54,61,Vissel Kobe,https://cdn.sofifa.org/teams/2/light/101146.png,€70K,€1K
245558,G. Maley,35,https://cdn.sofifa.org/players/4/19/245558.png,Scotland,https://cdn.sofifa.org/flags/42.png,54,54,Livingston FC,https://cdn.sofifa.org/teams/2/light/621.png,€20K,€1K
241207,K. Yoshimaru,22,https://cdn.sofifa.org/players/4/19/241207.png,Japan,https://cdn.sofifa.org/flags/163.png,54,60,Vissel Kobe,https://cdn.sofifa.org/teams/2/light/101146.png,€70K,€1K
244279,B. Ekincier,19,https://cdn.sofifa.org/players/4/19/244279.png,Azerbaijan,https://cdn.sofifa.org/flags/5.png,54,68,VfL Bochum 1848,https://cdn.sofifa.org/teams/2/light/160.png,€150K,€1K
246327,N. van den Dam,19,https://cdn.sofifa.org/players/4/19/246327.png,Netherlands,https://cdn.sofifa.org/flags/34.png,54,71,De Graafschap,https://cdn.sofifa.org/teams/2/light/635.png,€120K,€1K
220216,S. Heaney,22,https://cdn.sofifa.org/players/4/19/220216.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,60,Bray Wanderers,https://cdn.sofifa.org/teams/2/light/838.png,€80K,€1K
235064,C. MacDonald,20,https://cdn.sofifa.org/players/4/19/235064.png,Scotland,https://cdn.sofifa.org/flags/42.png,54,71,Derby County,https://cdn.sofifa.org/teams/2/light/91.png,€130K,€4K
240696,M. Napa,19,https://cdn.sofifa.org/players/4/19/240696.png,England,https://cdn.sofifa.org/flags/14.png,54,74,Macclesfield Town,https://cdn.sofifa.org/teams/2/light/1959.png,€150K,€1K
245560,M. Venturi,19,https://cdn.sofifa.org/players/4/19/245560.png,Italy,https://cdn.sofifa.org/flags/27.png,54,66,Carpi,https://cdn.sofifa.org/teams/2/light/112409.png,€120K,€1K
240955,T. Durso,19,https://cdn.sofifa.org/players/4/19/240955.png,Argentina,https://cdn.sofifa.org/flags/52.png,54,74,Gimnasia y Esgrima La Plata,https://cdn.sofifa.org/teams/2/light/101084.png,€120K,€1K
241980,L. Gamíz,18,https://cdn.sofifa.org/players/4/19/241980.png,Mexico,https://cdn.sofifa.org/flags/83.png,54,69,Club Tijuana,https://cdn.sofifa.org/teams/2/light/111678.png,€130K,€1K
246076,M. Molenda,17,https://cdn.sofifa.org/players/4/19/246076.png,Poland,https://cdn.sofifa.org/flags/37.png,54,74,Arka Gdynia,https://cdn.sofifa.org/teams/2/light/111082.png,€110K,€1K
241982,E. Watt,18,https://cdn.sofifa.org/players/4/19/241982.png,Scotland,https://cdn.sofifa.org/flags/42.png,54,75,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€150K,€4K
241471,Xu Tianyuan,21,https://cdn.sofifa.org/players/4/19/241471.png,China PR,https://cdn.sofifa.org/flags/155.png,54,67,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,€130K,€2K
242240,L. D'Arrigo,16,https://cdn.sofifa.org/players/4/19/242240.png,Australia,https://cdn.sofifa.org/flags/195.png,54,71,Adelaide United,https://cdn.sofifa.org/teams/2/light/111393.png,€130K,€1K
237125,V. Barbero,17,https://cdn.sofifa.org/players/4/19/237125.png,Argentina,https://cdn.sofifa.org/flags/52.png,54,73,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€140K,€1K
246085,J. Pereira,23,https://cdn.sofifa.org/players/4/19/246085.png,Uruguay,https://cdn.sofifa.org/flags/60.png,54,58,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,€70K,€1K
245574,A. Al Dakheel,22,https://cdn.sofifa.org/players/4/19/245574.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,54,63,Al Hazem,https://cdn.sofifa.org/teams/2/light/113222.png,€90K,€2K
246090,I. Acero,18,https://cdn.sofifa.org/players/4/19/246090.png,Mexico,https://cdn.sofifa.org/flags/83.png,54,73,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,€140K,€2K
225867,V. Adeboyejo,20,https://cdn.sofifa.org/players/4/19/225867.png,England,https://cdn.sofifa.org/flags/14.png,54,63,Barnsley,https://cdn.sofifa.org/teams/2/light/1932.png,€110K,€2K
237387,D. Dalling,19,https://cdn.sofifa.org/players/4/19/237387.png,England,https://cdn.sofifa.org/flags/14.png,54,71,Queens Park Rangers,https://cdn.sofifa.org/teams/2/light/15.png,€150K,€1K
239435,E. McKeown,19,https://cdn.sofifa.org/players/4/19/239435.png,England,https://cdn.sofifa.org/flags/14.png,54,65,Colchester United,https://cdn.sofifa.org/teams/2/light/1935.png,€110K,€1K
244299,J. Adams,17,https://cdn.sofifa.org/players/4/19/244299.png,Wales,https://cdn.sofifa.org/flags/50.png,54,70,Bury,https://cdn.sofifa.org/teams/2/light/1945.png,€130K,€1K
240460,B. Al Bahrani,23,https://cdn.sofifa.org/players/4/19/240460.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,54,62,Al Fateh,https://cdn.sofifa.org/teams/2/light/112390.png,€70K,€2K
244812,N. Celic,19,https://cdn.sofifa.org/players/4/19/244812.png,Austria,https://cdn.sofifa.org/flags/4.png,54,70,LASK Linz,https://cdn.sofifa.org/teams/2/light/252.png,€130K,€1K
240463,M. Al Majhad,21,https://cdn.sofifa.org/players/4/19/240463.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,54,64,Al Fateh,https://cdn.sofifa.org/teams/2/light/112390.png,€110K,€3K
241487,J. Ferreira,17,https://cdn.sofifa.org/players/4/19/241487.png,Colombia,https://cdn.sofifa.org/flags/56.png,54,76,FC Dallas,https://cdn.sofifa.org/teams/2/light/695.png,€150K,€1K
230737,T. Lauritsen,20,https://cdn.sofifa.org/players/4/19/230737.png,Norway,https://cdn.sofifa.org/flags/36.png,54,66,Odds BK,https://cdn.sofifa.org/teams/2/light/1456.png,€120K,€1K
245075,Kang Yun Koo,25,https://cdn.sofifa.org/players/4/19/245075.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,54,57,Daegu FC,https://cdn.sofifa.org/teams/2/light/2056.png,€90K,€1K
241494,M. Jenz,19,https://cdn.sofifa.org/players/4/19/241494.png,Germany,https://cdn.sofifa.org/flags/21.png,54,69,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€130K,€3K
245847,C. Salomón,18,https://cdn.sofifa.org/players/4/19/245847.png,Chile,https://cdn.sofifa.org/flags/55.png,54,67,Universidad Católica,https://cdn.sofifa.org/teams/2/light/110975.png,€110K,€1K
244824,I. Núñez,19,https://cdn.sofifa.org/players/4/19/244824.png,Chile,https://cdn.sofifa.org/flags/55.png,54,68,Unión Española,https://cdn.sofifa.org/teams/2/light/110977.png,€130K,€1K
245083,B. Syla,20,https://cdn.sofifa.org/players/4/19/245083.png,Austria,https://cdn.sofifa.org/flags/4.png,54,60,Wolfsberger AC,https://cdn.sofifa.org/teams/2/light/111822.png,€90K,€2K
244828,R. Gutiérrez,22,https://cdn.sofifa.org/players/4/19/244828.png,Mexico,https://cdn.sofifa.org/flags/83.png,54,64,Monarcas Morelia,https://cdn.sofifa.org/teams/2/light/1028.png,€80K,€1K
237414,W. Popp,23,https://cdn.sofifa.org/players/4/19/237414.png,Japan,https://cdn.sofifa.org/flags/163.png,54,60,Kawasaki Frontale,https://cdn.sofifa.org/teams/2/light/111730.png,€70K,€1K
244070,T. Kircher,19,https://cdn.sofifa.org/players/4/19/244070.png,Germany,https://cdn.sofifa.org/flags/21.png,54,66,Karlsruher SC,https://cdn.sofifa.org/teams/2/light/1832.png,€100K,€1K
237927,E. McGinty,18,https://cdn.sofifa.org/players/4/19/237927.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,68,Sligo Rovers,https://cdn.sofifa.org/teams/2/light/563.png,€110K,€1K
233832,T. Garratt,21,https://cdn.sofifa.org/players/4/19/233832.png,England,https://cdn.sofifa.org/flags/14.png,54,65,AFC Wimbledon,https://cdn.sofifa.org/teams/2/light/112259.png,€100K,€1K
244328,S. Gucciardo,19,https://cdn.sofifa.org/players/4/19/244328.png,Turkey,https://cdn.sofifa.org/flags/48.png,54,66,SC Paderborn 07,https://cdn.sofifa.org/teams/2/light/10030.png,€120K,€1K
240236,L. Russe,18,https://cdn.sofifa.org/players/4/19/240236.png,England,https://cdn.sofifa.org/flags/14.png,54,66,Bristol Rovers,https://cdn.sofifa.org/teams/2/light/1962.png,€110K,€1K
227949,J. Kerr,20,https://cdn.sofifa.org/players/4/19/227949.png,Scotland,https://cdn.sofifa.org/flags/42.png,54,69,Brighton & Hove Albion,https://cdn.sofifa.org/teams/2/light/1808.png,€130K,€4K
237677,R. McCourt,20,https://cdn.sofifa.org/players/4/19/237677.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,64,Bohemian FC,https://cdn.sofifa.org/teams/2/light/305.png,€100K,€1K
225390,H. Strömgren,21,https://cdn.sofifa.org/players/4/19/225390.png,Sweden,https://cdn.sofifa.org/flags/46.png,54,62,Kalmar FF,https://cdn.sofifa.org/teams/2/light/1439.png,€80K,€1K
241519,Li Lei,25,https://cdn.sofifa.org/players/4/19/241519.png,China PR,https://cdn.sofifa.org/flags/155.png,54,60,Guizhou Hengfeng FC,https://cdn.sofifa.org/teams/2/light/112977.png,€70K,€2K
238448,A. Fantini,20,https://cdn.sofifa.org/players/4/19/238448.png,Japan,https://cdn.sofifa.org/flags/163.png,54,68,Sagan Tosu,https://cdn.sofifa.org/teams/2/light/113160.png,€120K,€1K
238705,V. Piechocki,21,https://cdn.sofifa.org/players/4/19/238705.png,France,https://cdn.sofifa.org/flags/18.png,54,63,Stade de Reims,https://cdn.sofifa.org/teams/2/light/379.png,€110K,€2K
241267,M. Giraldo,20,https://cdn.sofifa.org/players/4/19/241267.png,Colombia,https://cdn.sofifa.org/flags/56.png,54,67,Envigado FC,https://cdn.sofifa.org/teams/2/light/112526.png,€120K,€1K
239477,A. Damlu,18,https://cdn.sofifa.org/players/4/19/239477.png,Turkey,https://cdn.sofifa.org/flags/48.png,54,71,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,€110K,€1K
245621,K. Hori,19,https://cdn.sofifa.org/players/4/19/245621.png,Japan,https://cdn.sofifa.org/flags/163.png,54,65,Yokohama F. Marinos,https://cdn.sofifa.org/teams/2/light/101151.png,€110K,€1K
245622,S. Machino,18,https://cdn.sofifa.org/players/4/19/245622.png,Japan,https://cdn.sofifa.org/flags/163.png,54,65,Yokohama F. Marinos,https://cdn.sofifa.org/teams/2/light/101151.png,€110K,€1K
236407,A. Nelson,20,https://cdn.sofifa.org/players/4/19/236407.png,England,https://cdn.sofifa.org/flags/14.png,54,64,Sunderland,https://cdn.sofifa.org/teams/2/light/106.png,€110K,€2K
242040,O. Skarsem,19,https://cdn.sofifa.org/players/4/19/242040.png,Norway,https://cdn.sofifa.org/flags/36.png,54,71,Rosenborg BK,https://cdn.sofifa.org/teams/2/light/298.png,€140K,€1K
241529,C. Zamorano,19,https://cdn.sofifa.org/players/4/19/241529.png,Chile,https://cdn.sofifa.org/flags/55.png,54,68,Club Deportes Temuco,https://cdn.sofifa.org/teams/2/light/112709.png,€130K,€1K
242297,A. Søndergaard,17,https://cdn.sofifa.org/players/4/19/242297.png,Denmark,https://cdn.sofifa.org/flags/13.png,54,77,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€120K,€2K
237434,G. Harada,20,https://cdn.sofifa.org/players/4/19/237434.png,Japan,https://cdn.sofifa.org/flags/163.png,54,62,Yokohama F. Marinos,https://cdn.sofifa.org/teams/2/light/101151.png,€80K,€1K
238458,E. Vertainen,19,https://cdn.sofifa.org/players/4/19/238458.png,Finland,https://cdn.sofifa.org/flags/17.png,54,67,HJK Helsinki,https://cdn.sofifa.org/teams/2/light/100325.png,€130K,€1K
244092,J. Breitfeld,21,https://cdn.sofifa.org/players/4/19/244092.png,Germany,https://cdn.sofifa.org/flags/21.png,54,65,FC Ingolstadt 04,https://cdn.sofifa.org/teams/2/light/111239.png,€120K,€3K
242301,J. Beaulieu,24,https://cdn.sofifa.org/players/4/19/242301.png,Canada,https://cdn.sofifa.org/flags/70.png,54,59,Montreal Impact,https://cdn.sofifa.org/teams/2/light/111139.png,€70K,€1K
228223,J. Weaver,21,https://cdn.sofifa.org/players/4/19/228223.png,England,https://cdn.sofifa.org/flags/14.png,54,66,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,€100K,€2K
243071,Mao Haoyu,21,https://cdn.sofifa.org/players/4/19/243071.png,China PR,https://cdn.sofifa.org/flags/155.png,54,62,Tianjin TEDA FC,https://cdn.sofifa.org/teams/2/light/111774.png,€100K,€2K
238976,M. Lopez,21,https://cdn.sofifa.org/players/4/19/238976.png,Chile,https://cdn.sofifa.org/flags/55.png,54,66,CD Huachipato,https://cdn.sofifa.org/teams/2/light/111327.png,€110K,€1K
244864,F. Fridriksson,19,https://cdn.sofifa.org/players/4/19/244864.png,Iceland,https://cdn.sofifa.org/flags/24.png,54,70,Vejle Boldklub,https://cdn.sofifa.org/teams/2/light/822.png,€130K,€1K
238465,C. Camwell,19,https://cdn.sofifa.org/players/4/19/238465.png,England,https://cdn.sofifa.org/flags/14.png,54,71,Coventry City,https://cdn.sofifa.org/teams/2/light/1800.png,€130K,€1K
231298,J. Macdonald,22,https://cdn.sofifa.org/players/4/19/231298.png,Australia,https://cdn.sofifa.org/flags/195.png,54,65,Central Coast Mariners,https://cdn.sofifa.org/teams/2/light/111396.png,€120K,€1K
244356,M. Schmeling,18,https://cdn.sofifa.org/players/4/19/244356.png,Germany,https://cdn.sofifa.org/flags/21.png,54,68,MSV Duisburg,https://cdn.sofifa.org/teams/2/light/1825.png,€130K,€1K
235909,H. Sharahili,28,https://cdn.sofifa.org/players/4/19/235909.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,54,54,Al Batin,https://cdn.sofifa.org/teams/2/light/112990.png,€70K,€3K
245125,P. Plewka,18,https://cdn.sofifa.org/players/4/19/245125.png,Poland,https://cdn.sofifa.org/flags/37.png,54,66,Wisła Kraków,https://cdn.sofifa.org/teams/2/light/1873.png,€110K,€1K
228998,D. Marzino,21,https://cdn.sofifa.org/players/4/19/228998.png,Switzerland,https://cdn.sofifa.org/flags/47.png,54,64,BSC Young Boys,https://cdn.sofifa.org/teams/2/light/900.png,€90K,€1K
246150,J. Echave,17,https://cdn.sofifa.org/players/4/19/246150.png,Chile,https://cdn.sofifa.org/flags/55.png,54,74,Unión Española,https://cdn.sofifa.org/teams/2/light/110977.png,€110K,€1K
235143,M. Welch-Hayes,21,https://cdn.sofifa.org/players/4/19/235143.png,England,https://cdn.sofifa.org/flags/14.png,54,62,Macclesfield Town,https://cdn.sofifa.org/teams/2/light/1959.png,€90K,€1K
241543,A. Lyons,17,https://cdn.sofifa.org/players/4/19/241543.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,66,Bohemian FC,https://cdn.sofifa.org/teams/2/light/305.png,€90K,€1K
240009,N. Feil,19,https://cdn.sofifa.org/players/4/19/240009.png,Germany,https://cdn.sofifa.org/flags/21.png,54,71,VfR Aalen,https://cdn.sofifa.org/teams/2/light/550.png,€140K,€1K
243337,G. Gibson,17,https://cdn.sofifa.org/players/4/19/243337.png,Norway,https://cdn.sofifa.org/flags/36.png,54,72,Sandefjord Fotball,https://cdn.sofifa.org/teams/2/light/1757.png,€140K,€1K
245385,M. Saunders-Henry,18,https://cdn.sofifa.org/players/4/19/245385.png,England,https://cdn.sofifa.org/flags/14.png,54,65,Millwall,https://cdn.sofifa.org/teams/2/light/97.png,€110K,€1K
245386,J. Hanson,18,https://cdn.sofifa.org/players/4/19/245386.png,England,https://cdn.sofifa.org/flags/14.png,54,68,Millwall,https://cdn.sofifa.org/teams/2/light/97.png,€140K,€1K
236683,F. Preston,19,https://cdn.sofifa.org/players/4/19/236683.png,England,https://cdn.sofifa.org/flags/14.png,54,74,Sheffield Wednesday,https://cdn.sofifa.org/teams/2/light/1807.png,€150K,€2K
243343,M. Contreras,19,https://cdn.sofifa.org/players/4/19/243343.png,Chile,https://cdn.sofifa.org/flags/55.png,54,66,Unión La Calera,https://cdn.sofifa.org/teams/2/light/112535.png,€120K,€1K
242064,R. Tanaka,19,https://cdn.sofifa.org/players/4/19/242064.png,Japan,https://cdn.sofifa.org/flags/163.png,54,66,Kashiwa Reysol,https://cdn.sofifa.org/teams/2/light/101145.png,€120K,€1K
245392,G. Botos,17,https://cdn.sofifa.org/players/4/19/245392.png,Greece,https://cdn.sofifa.org/flags/22.png,54,75,AEK Athens,https://cdn.sofifa.org/teams/2/light/278.png,€150K,€1K
237969,S. Blaney,19,https://cdn.sofifa.org/players/4/19/237969.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,67,Doncaster Rovers,https://cdn.sofifa.org/teams/2/light/142.png,€110K,€1K
246163,T. Clavijo,19,https://cdn.sofifa.org/players/4/19/246163.png,Colombia,https://cdn.sofifa.org/flags/56.png,54,69,Once Caldas,https://cdn.sofifa.org/teams/2/light/101106.png,€130K,€1K
235669,A. Comrie,21,https://cdn.sofifa.org/players/4/19/235669.png,Scotland,https://cdn.sofifa.org/flags/42.png,54,68,St. Johnstone FC,https://cdn.sofifa.org/teams/2/light/100804.png,€130K,€1K
242582,Y. Ogaki,18,https://cdn.sofifa.org/players/4/19/242582.png,Japan,https://cdn.sofifa.org/flags/163.png,54,72,Nagoya Grampus,https://cdn.sofifa.org/teams/2/light/112092.png,€140K,€1K
237975,B. Cotter,19,https://cdn.sofifa.org/players/4/19/237975.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,64,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,€90K,€1K
238999,R. Masterson,21,https://cdn.sofifa.org/players/4/19/238999.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,54,61,Bohemian FC,https://cdn.sofifa.org/teams/2/light/305.png,€100K,€1K
241304,Ma Junliang,20,https://cdn.sofifa.org/players/4/19/241304.png,China PR,https://cdn.sofifa.org/flags/155.png,54,68,Guangzhou R&F; FC,https://cdn.sofifa.org/teams/2/light/112429.png,€150K,€2K
240538,A. Vucenovic,20,https://cdn.sofifa.org/players/4/19/240538.png,Austria,https://cdn.sofifa.org/flags/4.png,54,64,SKN St. Pölten,https://cdn.sofifa.org/teams/2/light/112075.png,€110K,€2K
246170,F. Gómez,18,https://cdn.sofifa.org/players/4/19/246170.png,Colombia,https://cdn.sofifa.org/flags/56.png,54,72,Itagüí Leones FC,https://cdn.sofifa.org/teams/2/light/112970.png,€140K,€1K
241563,J. Lártiga,20,https://cdn.sofifa.org/players/4/19/241563.png,Chile,https://cdn.sofifa.org/flags/55.png,54,68,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,€120K,€1K
244123,J. Meiser,19,https://cdn.sofifa.org/players/4/19/244123.png,Germany,https://cdn.sofifa.org/flags/21.png,54,66,SG Sonnenhof Großaspach,https://cdn.sofifa.org/teams/2/light/111379.png,€120K,€1K
238237,M. Olsen,19,https://cdn.sofifa.org/players/4/19/238237.png,Norway,https://cdn.sofifa.org/flags/36.png,54,74,Stabæk Fotball,https://cdn.sofifa.org/teams/2/light/917.png,€130K,€1K
239773,A. Reid,22,https://cdn.sofifa.org/players/4/19/239773.png,England,https://cdn.sofifa.org/flags/14.png,54,59,Stevenage,https://cdn.sofifa.org/teams/2/light/361.png,€90K,€2K
239006,J. Isaksen,18,https://cdn.sofifa.org/players/4/19/239006.png,Norway,https://cdn.sofifa.org/flags/36.png,54,67,Kristiansund BK,https://cdn.sofifa.org/teams/2/light/113459.png,€120K,€1K
243103,Yu Zhen,21,https://cdn.sofifa.org/players/4/19/243103.png,China PR,https://cdn.sofifa.org/flags/155.png,54,63,Dalian YiFang FC,https://cdn.sofifa.org/teams/2/light/112378.png,€90K,€1K
236448,B. Morgado,20,https://cdn.sofifa.org/players/4/19/236448.png,Switzerland,https://cdn.sofifa.org/flags/47.png,54,70,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,€130K,€3K
242851,Shen Shuaishuai,19,https://cdn.sofifa.org/players/4/19/242851.png,China PR,https://cdn.sofifa.org/flags/155.png,54,74,Guangzhou R&F; FC,https://cdn.sofifa.org/teams/2/light/112429.png,€120K,€1K
236452,D. Lalhlimpuia,20,https://cdn.sofifa.org/players/4/19/236452.png,India,https://cdn.sofifa.org/flags/159.png,54,67,,https://cdn.sofifa.org/flags/159.png,€ 0,€ 0
238500,A. Zabani,21,https://cdn.sofifa.org/players/4/19/238500.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,54,64,Al Batin,https://cdn.sofifa.org/teams/2/light/112990.png,€100K,€3K
231590,L. Butroid,19,https://cdn.sofifa.org/players/4/19/231590.png,England,https://cdn.sofifa.org/flags/14.png,54,71,Scunthorpe United,https://cdn.sofifa.org/teams/2/light/1949.png,€130K,€1K
242854,S. Walker,17,https://cdn.sofifa.org/players/4/19/242854.png,England,https://cdn.sofifa.org/flags/14.png,54,76,Middlesbrough,https://cdn.sofifa.org/teams/2/light/12.png,€150K,€4K
229031,N. Baumann,22,https://cdn.sofifa.org/players/4/19/229031.png,Switzerland,https://cdn.sofifa.org/flags/47.png,54,62,FC Zürich,https://cdn.sofifa.org/teams/2/light/894.png,€70K,€1K
233383,P. Kalambayi,18,https://cdn.sofifa.org/players/4/19/233383.png,England,https://cdn.sofifa.org/flags/14.png,54,68,AFC Wimbledon,https://cdn.sofifa.org/teams/2/light/112259.png,€130K,€1K
237736,S. Awaka,23,https://cdn.sofifa.org/players/4/19/237736.png,Japan,https://cdn.sofifa.org/flags/163.png,54,58,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/teams/2/light/112444.png,€60K,€1K
240297,R. Källman,19,https://cdn.sofifa.org/players/4/19/240297.png,Finland,https://cdn.sofifa.org/flags/17.png,54,68,HJK Helsinki,https://cdn.sofifa.org/teams/2/light/100325.png,€120K,€1K
245162,T. Wood,19,https://cdn.sofifa.org/players/4/19/245162.png,England,https://cdn.sofifa.org/flags/14.png,54,66,AFC Wimbledon,https://cdn.sofifa.org/teams/2/light/112259.png,€120K,€1K
242347,I. Angking,18,https://cdn.sofifa.org/players/4/19/242347.png,United States,https://cdn.sofifa.org/flags/95.png,54,74,New England Revolution,https://cdn.sofifa.org/teams/2/light/691.png,€130K,€1K
235949,Strefezza,21,https://cdn.sofifa.org/players/4/19/235949.png,Brazil,https://cdn.sofifa.org/flags/54.png,54,62,US Cremonese,https://cdn.sofifa.org/teams/2/light/111434.png,€100K,€2K
243117,Xie Weijun,20,https://cdn.sofifa.org/players/4/19/243117.png,China PR,https://cdn.sofifa.org/flags/155.png,54,63,Tianjin TEDA FC,https://cdn.sofifa.org/teams/2/light/111774.png,€110K,€2K
242607,D. Pik,17,https://cdn.sofifa.org/players/4/19/242607.png,Poland,https://cdn.sofifa.org/flags/37.png,54,68,Cracovia,https://cdn.sofifa.org/teams/2/light/110747.png,€130K,€1K
246448,R. Campbell,18,https://cdn.sofifa.org/players/4/19/246448.png,England,https://cdn.sofifa.org/flags/14.png,54,65,Gillingham,https://cdn.sofifa.org/teams/2/light/1802.png,€110K,€1K
245425,N. James,17,https://cdn.sofifa.org/players/4/19/245425.png,Australia,https://cdn.sofifa.org/flags/195.png,54,67,Newcastle Jets,https://cdn.sofifa.org/teams/2/light/111398.png,€90K,€1K
224947,D. Grimshaw,20,https://cdn.sofifa.org/players/4/19/224947.png,England,https://cdn.sofifa.org/flags/14.png,54,68,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€120K,€6K
236468,A. Aktas,18,https://cdn.sofifa.org/players/4/19/236468.png,Turkey,https://cdn.sofifa.org/flags/48.png,54,74,Stade de Reims,https://cdn.sofifa.org/teams/2/light/379.png,€140K,€1K
239540,E. Toal,19,https://cdn.sofifa.org/players/4/19/239540.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,54,69,Derry City,https://cdn.sofifa.org/teams/2/light/445.png,€130K,€1K
240564,T. Fantacci,21,https://cdn.sofifa.org/players/4/19/240564.png,Italy,https://cdn.sofifa.org/flags/27.png,54,65,Carpi,https://cdn.sofifa.org/teams/2/light/112409.png,€120K,€2K
243637,R. Hutchinson,18,https://cdn.sofifa.org/players/4/19/243637.png,England,https://cdn.sofifa.org/flags/14.png,54,74,Burton Albion,https://cdn.sofifa.org/teams/2/light/15015.png,€130K,€1K
229559,J. Veale,21,https://cdn.sofifa.org/players/4/19/229559.png,Wales,https://cdn.sofifa.org/flags/50.png,54,65,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,€120K,€4K
242103,E. Kalsaas,17,https://cdn.sofifa.org/players/4/19/242103.png,Norway,https://cdn.sofifa.org/flags/36.png,54,66,SK Brann,https://cdn.sofifa.org/teams/2/light/919.png,€90K,€1K
238009,M. Frese,20,https://cdn.sofifa.org/players/4/19/238009.png,Denmark,https://cdn.sofifa.org/flags/13.png,54,65,FC Nordsjælland,https://cdn.sofifa.org/teams/2/light/1788.png,€120K,€2K
242617,S. Yoneda,22,https://cdn.sofifa.org/players/4/19/242617.png,Japan,https://cdn.sofifa.org/flags/163.png,54,60,V-Varen Nagasaki,https://cdn.sofifa.org/teams/2/light/112448.png,€90K,€1K
226490,S. Boyd,21,https://cdn.sofifa.org/players/4/19/226490.png,Scotland,https://cdn.sofifa.org/flags/42.png,54,67,Hamilton Academical FC,https://cdn.sofifa.org/teams/2/light/184.png,€130K,€1K
242106,M. Al Sharimi,23,https://cdn.sofifa.org/players/4/19/242106.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,54,61,Al Raed,https://cdn.sofifa.org/teams/2/light/112392.png,€80K,€2K
